"CourseIdentifier","Subject","Number","Title","Credits","OrgUnitIdentifier","Type","Description","CIPCode"
"PHYS1052L","PHYS","1052L","GEN PHYSICS LAB II",1,"PHYS","Undergraduate","The lab includes the study of static and moving charges and the electric and magnetic fields that they generate for students of PHYS 1052. The lab explores simple circuit analysis, including resistors, capacitors, and inductors. In addition,the lab includes topics in waves, geometric optics, diffraction and interference of light waves. A working knowledge of algebra will be needed. Pre- or Co-requisite: General Physics II (PHYS 1052)",40.0801
"PHYS2001","PHYS","2001","COLLEGE PHYSICS I",4,"PHYS","Undergraduate","This course covers topics in physics using methodsof calculus, algebra, and trigonometry, including vector arithmetic. The course includes the study of motion in one and two dimensions, and the applications of the concepts of force, work, energy, and momentum to linear and rotational motion. Simple harmonic motion, waves, elementary thermodynamics, and properties of solids, fluids, and gases are also explored. As designated by TAG:co-or pre-requisite is Calculus I (MATH 1061). Pre-Requisite: To take this course you must: Have taken the following Courses 15MATH181 min grade C-, or 15MATH226 min grade C-, or 15MATH226H min grade C-, or 15MATH227 min grade C-, or 15MATH227H min grade C-, or 15MATH250 min grade C-, or 15MATH251 min grade C-, or 15MATH251H min grade C-, or 28MATH181 min grade C-, or 28MATH250 min grade C-, or 28MATH251 min grade C-, or 32MATH179 min grade C-, or 32MATH181 min grade C-, or 34MATH181 min grade C-, or MATH1022 min grade C-, or MATH1026 min grade C-, or MATH1059 min grade C-, or MATH1060 min grade C-, or MATH1061 min grade C-.",40.0801
"PHYS2001L","PHYS","2001L","COLLEGE PHYS LAB I",1,"PHYS","Undergraduate","The lab includes the study of motion in one and two dimensions, and the applications of the concepts of force, work, energy, and momentum to linear and rotational motion for students of PHYS2001. Simple harmonic motion, waves, elementary thermodynamics, and properties of solids, fluids, and gases are also explored. A working knowledge of calculus will be needed. Pre-or Co-requisite: College Physics I (PHYS 2001)",40.0801
"PHYS2002","PHYS","2002","COLLEGE PHYSICS II",4,"PHYS","Undergraduate","This course covers topics in physics using methodsof calculus, algebra, and trigonometry, including vector arithmetic. The course includes the study of static and moving charges and the electric and magnetic fields that they generate. The course explores simple circuit analysis, including resistors, capacitors, and inductors. In addition,the course includes topics in waves, geometric optics, diffraction and interference of light waves. Elementary concepts of quantum mechanics are explored and applied to atomic and nuclear physics. As designated by TAG: co- or pre-requisite is Calculus II (MATH 1062). Pre-Requisite: To take this course you must: Have taken the following Courses 15PHYS201 min grade C-,15PHYS203 min grade C-, or 28PHYS201 min grade C-,28PHYS203 min grade C-, or 34PHYS201 min grade C-,34PHYS203 min grade C-, or PHYS2001 min grade C-.",40.0801
"PHYS2002L","PHYS","2002L","COLLEGE PHYS LAB II",1,"PHYS","Undergraduate","The lab includes the study of static and moving charges and the electric and magnetic fields that they generate, for students of PHYS2002. The lab explores simple circuit analysis, including resistors, capacitors, and inductors. In addition,the lab includes topics in waves, geometric optics, diffraction and interference of light waves. A working knowledge of calculus will be needed. Pre- or Co-requisite: College Physics II (PHYS 2002) Pre-Requisite: To take this course you must: Have taken the following Courses PHYS2001 min grade D-,PHYS2001L min grade D-.",40.0801
"POL1010","POL","1010","INTRO AM POLITICS",3,"POL","Undergraduate","The general focus of this course is the American political system, explained by examining American political ideology and the development of the American Constitution. The student will learn the dynamics of the American political system including: the ebb and flow of public opinion and voting behavior; how pressure groups and politicalparties influence political decisions and public policy. The course also explores issues within theAmerican political system such as civil rights andcivil liberties. Finally, the course will trace the historical development of the American political system, including debates between those who drafted the American Constitution and clashes throughout American History between those who interpreted the Constitution differently. The assigned readings complement these themes and dealwith concepts, structures, theories, and processesof the American political system and its institutions.",45.1002
"POL1060","POL","1060","INTRO COMPARA POL",3,"POL","Undergraduate","This course introduces fundamentals of comparative government institutions and political processes. Students will learn to compare and contrast politics in a diverse range of countries and cultures. Readings deal with concepts, structures, theories and processes of governance in states with different political systems.",45.1001
"POL1080","POL","1080","INTRO INTRNL RLTNS",3,"POL","Undergraduate","The goal of this course is to build a sophisticated understanding of contemporary international politics, including international war, competing national interests, international law, and global organizations. Concepts, structures, theories, and processes associated with the international system and its institutionsare introduced and integrated with historical and contemporary case studies. The contrasting ethics of social justice and power politics are explored.",45.0901
"PSYC1001","PSYC","1001","INTRO TO PSYCHOLOGY",3,"PSYC","Undergraduate","This course is designed to give an overview of thefield of Psychology and its major sub-fields: physiology (biology of behavior, consciousness, perception), cognition (learning, thought, language), social, organizational, developmental, personality, and psychopathology and its treatment. Students will be equipped to compare the advantages and disadvantages of the various research methods used in the field. Students will be encouraged to analyze psychological theories and make applications of research findings to their lives.",42.0101
"PSYC1080","PSYC","1080","EMOTION MANAGEMENT",3,"PSYC","Undergraduate","This course is designed to address vital skills such as time management, approaches to study strategies, the use of technology for effective learning, strategies to overcome the negative effects of test anxiety to improve academic performance, and research skills development. This course is also designed to give students the inside story on the psychophysiology of emotions. Students will get basic neuroscience information on how different parts of the brain function and work together, how emotional memories affect behavior, how emotions affect the nervous system, and how the heart and brain communicate with each other. This knowledge will help student overcome high stakes test anxiety and anxiety in general to improve their academic performance.",42.0101
"PSYC1081","PSYC","1081","FIRST YR EXP PSYCH",3,"PSYC","Undergraduate","This course is academic-centered and is designed to introduce students majoring in psychology to the College. The aim of the course is to provide students an opportunity to gain skills, knowledge,and a positive attitude that will enable success in higher education. Emphasis will be placed on one's ability to find and organize information andto demonstrate critical thinking. Each class will focus on a topic or research supported knowledge for students to remain life-long learners and proactive members of the College and University community. Course content will address (but will not be limited to) vital skills such as: time management, effective decision making, goal-setting, effective note-taking and study strategies, managing finances, technology and effective communication, self-knowledge, the valueof a support system, academic advising, student service, the APA style and reading research articles, campus organizations, and academic integrity policies.",42.0101
"PSYC2001C","PSYC","2001C","RES METH & STATS I",4,"PSYC","Undergraduate","This course utilizes an integrated approach to theresearch methods and statistics which underpin thescientific study of psychology. This course will introduce the student to basic research methods and designs (e.g. correlational vs. experimental designs), blended with elementary statistical concepts, such as descriptive statistics, non-parametric statistics, correlation, and mean comparison tests (e.g. t-test, ANOVA), with a problem-based approach to learning. In addition tolectures, students will participate in lab experiences during which they get exposed to statistical software and data management. By the end of this course, students should be able to design a simple research study, indicate which statistical tests should be used to analyze the data, and read the corresponding analysis output from a statistical software program. Pre-Requisite: To take this course you must: Have taken the following Courses 15PSYC101 min grade D-, or 15PSYC102 min grade D-, or 15PSYC103 min grade D-, or 28PSYC101 min grade D-, or 28PSYC102 min grade D-, or 28PSYC103 min grade D-, or 34PSYC101 min grade D-, or 34PSYC102 min grade D-, or 34PSYC103 min grade D-, or OLHR2050 min grade D-, or PSYC1001 min grade D-.",42.2704
"PSYC2002C","PSYC","2002C","RES METH & STATS II",4,"PSYC","Undergraduate","This course continues the integrated approach to research methods and statistics from Research Methods and Statistics I. This course will cover research ethics and more advanced research designs(e.g. between-groups vs. within-groups designs) and statistical concepts, such as power and homogeneity of variance, with a problem-based approach to learning. In addition to lectures, students will participate in lab experiences during which they will continue working with statistical software and data management. By the end of this course, students should be able to design a complex research study, perform the correct statistical analyses for that study, and communicate the findings in an appropriate APA-style paper. Pre-Requisite: To take this course you must: Have taken the following Course PSYC2001C min grade C-.",42.9999
"PSYC2005","PSYC","2005","CHILD & ADOL DEVEL",3,"PSYC","Undergraduate","This course introduces students to the various research areas within the field of child and adolescent development. Students will study the major theories of development in childhood and adolescence and recognize the interplay between biology and the environment. Biological, cognitive, cultural, environmental and social factors that impact development will be examined. Students will study the methodological approaches used in developmental psychology. Pre-Requisite: To take this course you must: Have taken the following Courses 15PSYC101 min grade D-, or 15PSYC102 min grade D-, or 15PSYC103 min grade D-, or 28PSYC101 min grade D-, or 28PSYC102 min grade D-, or 28PSYC103 min grade D-, or 32PSYC141 min grade D-, or 34PSYC101 min grade D-, or 34PSYC102 min grade D-, or 34PSYC103 min grade D-, or PSYC1001 min grade D-.",42.2703
"PSYC2007","PSYC","2007","ADULTHOOD & AGING",3,"PSYC","Undergraduate","This course is designed to introduce students to the various research areas within the fields of adult development and aging. Students will assess the major theories of development in adulthood andfactors in normal aging and recognize the interplay between biology and the environment. Biological, cognitive, cultural, environmental andsocial factors that impact development will be examined. Students will recognize ageism in their own thinking and in society. Students will study the methodological approaches used in developmental psychology. Applications of researchfindings concerning healthy aging and longevity will be encouraged. Pre-Requisite: To take this course you must: Have taken the following Courses 15PSYC101 min grade D-, or 15PSYC102 min grade D-, or 15PSYC103 min grade D-, or 28PSYC101 min grade D-, or 28PSYC102 min grade D-, or 28PSYC103 min grade D-, or 34PSYC101 min grade D-, or 34PSYC102 min grade D-, or 34PSYC103 min grade D-, or PSYC1001 min grade D-.",42.2703
"PSYC2008","PSYC","2008","INTRO ART THERAPY",3,"PSYC","Undergraduate","The purpose of this course is to examine art as therapy and will include an introduction to the origins, historical, and applications of art therapy, fine arts, art history, and psychologicalprinciples and skills. We will cover current developments in the field of art therapy and participate in community projects that utilize artas therapy. Students will explore, through lectureand experiential art work, the therapeutic aspectsof image and art making.",51.2301
"PSYC2010","PSYC","2010","HUMAN SEXUALITY",3,"PSYC","Undergraduate","This course examines multiple aspects of human sexuality. This topic is more than a topic - it isa lived experience for each and every human; sexuality fundamentally effects our individual andcollective realities on many different levels. This course attempts to challenge familiar ways ofviewing human sexuality and to deepen students' academic knowledge about psychological, social, cultural, and scientific issues related to sexuality, introducing concepts and methodologies from multiple disciplines in the social sciences for the analysis of the subject.",42.2707
"PSYC2011","PSYC","2011","PSYCH OF GENDER",3,"PSYC","Undergraduate","This course examines the interaction of biology, culture and psychology on gender development and related issues such as gender socialization and roles, power and leadership, violence against men and women, interpersonal relationships, communications, sexuality, and mental health. Theoretical perspectives and research focused on the psychology of gender will be reviewed and critiqued revealing ways in which psychology is culturally based, how culture influences what is studied and our interpretations of research, and ways these biases can be addressed.",42.2707
"PSYC2013","PSYC","2013","POSITIVE PSYCH",3,"PSYC","Undergraduate","This is an introduction to the field of positive psychology which scientifically studies human strengths, virtues and positive emotions. It is both a general perspective on the field of psychology and a collection of research topics focused on the positive aspects of human behavior.Students will learn conditions and processes that contribute to optimal functioning of people, groups and institutions.",42.2703
"PSYC2015","PSYC","2015","SOCIAL PSYCH",3,"PSYC","Undergraduate","This course introduces the student to the area of social psychology. This field studies the influence of groups on personal thoughts and behavior, and examines concepts such as aggression, pro-social behavior, conformity/obedience, persuasion, prejudice and group processes. Students will study the research methodologies used in social psychology. Current and classic research studies will be examined and applications of research to students' lives will be encouraged. Pre-Requisite: To take this course you must: Have taken the following Courses 15PSYC101 min grade D-, or 15PSYC102 min grade D-, or 15PSYC103 min grade D-, or 17PSYC141 min grade D-, or 17PSYC142 min grade D-, or 28PSYC101 min grade D-, or 28PSYC102 min grade D-, or 28PSYC103 min grade D-, or 32PSYC171 min grade D-, or 34PSYC101 min grade D-, or 34PSYC102 min grade D-, or 34PSYC103 min grade D-, or PSYC1001 min grade D-.",42.2707
"PSYC2016","PSYC","2016","MUSCOG",3,"PSYC","Undergraduate","In the first part of this course, we will explore how psychology has traditionally attempted to understand music. We will discuss the psychological organization of pitch and rhythm, and also examine how musical knowledge is acquiredthrough development. The second part of the coursewill attempt analyze behavior surrounding intact musical pieces. We will begin by examining one of the most powerful effects of music: its ability tomove us emotionally. This discussion will be followed by an attempt to isolate the factors thatlead people to prefer one piece or genre of music to another. For the last part of the course, we will explore music cognition in the real world. Wewill also discuss how music therapists use music in the treatment of a variety of mental and physical disorders. Pre-Requisite: To take this course you must: Have taken the following Course PSYC1001 min grade C-.",42.2701
"PSYC2020","PSYC","2020","COGNITION & LRNING",3,"PSYC","Undergraduate","This course explores what is going on in your mindwhen you: (a) pay attention, (b) learn and remember, (c) imagine, (d) talk, (e) reason and think. It is not a comprehensive treatment of the field of cognitive science/psychology, but rather an effort to introduce the most exciting and fruitful areas of current research. Pre-Requisite: To take this course you must: Have taken the following Courses 15PSYC101 min grade D-, or 15PSYC102 min grade D-, or 15PSYC103 min grade D-, or 28PSYC101 min grade D-, or 28PSYC102 min grade D-, or 28PSYC103 min grade D-, or 34PSYC101 min grade D-, or 34PSYC102 min grade D-, or 34PSYC103 min grade D-, or PHIL1006 min grade D-, or PSYC1001 min grade D-.",42.2701
"PSYC2030","PSYC","2030","SENSATION & PERCEPT",3,"PSYC","Undergraduate","This course centers on: a) human sensory machineryand its role in the processes of perception (e.g. vision, audition, touch, speech) b) traditional and contemporary theories of perception and perceptual processing and c) how perception is tightly linked to action and the human movement system, and includes a discussion of the philosophical assumptions that motivate the science of psychology. Pre-Requisite: To take this course you must: Have taken the following Courses 15PSYC101 min grade C-, or 15PSYC102 min grade C-, or 15PSYC103 min grade C-, or 28PSYC101 min grade C-, or 28PSYC102 min grade C-, or 28PSYC103 min grade C-, or 34PSYC101 min grade C-, or 34PSYC102 min grade C-, or 34PSYC103 min grade C-, or PHIL1006 min grade C-, or PSYC1001 min grade C-.",42.2706
"PSYC2040","PSYC","2040","DEVEL PSYCH",3,"PSYC","Undergraduate","This course provides an introduction to developmental science, focusing specifically on developmental theories, research methods, and findings relevant to human development across the lifespan. The course will cover the development ofthe brain, the development of perception and cognition, social and emotional development, abnormal development, and the influences of biological, sociocultural, and psychological factors on development. Pre-Requisite: To take this course you must: Have taken the following Course PSYC1001 min grade C-.",42.2703
"PSYC2042","PSYC","2042","INTERPERSONAL RELS",3,"PSYC","Undergraduate","This is an introduction to the skills and theoriesof interpersonal relations. As such, much time in class will be spent on developing skills needed for communication, negotiation, conflict resolution, and other areas. Information on a variety of relationships will be discussed with emphasis on how these skills can enhance success in both personal and professional relationships.",42.2707
"PSYC2051","PSYC","2051","ABNORMAL PSYCHOLOGY",3,"PSYC","Undergraduate","This course is a survey of the major categories ofpsychological disorders based upon the delineations of the current DSM (Diagnostic and Statistical Manual), e.g.anxiety, addictions, mood, personality and psychotic disorders. Students will discuss the etiology, prognosis and treatment modalities and cover ethical issues in treatment. Historical and current research will bediscussed. Pre-Requisite: To take this course you must: Have taken the following Courses 15PSYC101 min grade D-, or 15PSYC102 min grade D-, or 15PSYC103 min grade D-, or 28PSYC101 min grade D-, or 28PSYC102 min grade D-, or 28PSYC103 min grade D-, or 34PSYC101 min grade D-, or 34PSYC102 min grade D-, or 34PSYC103 min grade D-, or PSYC1001 min grade D-.",42.2801
"PSYC2052","PSYC","2052","FIELDWORK PRACTICUM",1,"PSYC","Undergraduate","A supervised experience (independent study) in community agencies and placements. A learning contract with the supervising faculty member must be developed prior to registration. Students will be expected to reflect on their experience in terms of what it means to serve in the community, ways to improve the service/services they offer, and ways that community engaged learning facilitates their learning and knowledge acquisition and their understanding of the applications of psychology in real-world contexts.",42.9999
"PSYC2053","PSYC","2053","PERSONALITY",3,"PSYC","Undergraduate","This course provides an overview of the field of personality: its description, development, assessment, and history. The major perspectives ofpersonality will be examined (e.g. psychodynamic, trait, biological, behavioral/social learning, cognitive, socio-cultural and humanistic. Pre-Requisite: To take this course you must: Have taken the following Courses 15PSYC101 min grade D-, or 15PSYC102 min grade D-, or 15PSYC103 min grade D-, or 28PSYC101 min grade D-, or 28PSYC102 min grade D-, or 28PSYC103 min grade D-, or 32PSYC171 min grade D-, or 34PSYC101 min grade D-, or 34PSYC102 min grade D-, or 34PSYC103 min grade D-, or PSYC1001 min grade D-.",42.2703
"PSYC2070","PSYC","2070","PSYCHOBIOLOGY",3,"PSYC","Undergraduate","This course provides an overview of the structure and function of the biological systems that support human behavior. Topics covered include development, motivation and reward, cognitive functioning, pharmacology, brain imaging, neuroplasticity, sensory physiology, sensation andperception, and various other brain functions. Pre-Requisite: To take this course you must: Have taken the following Courses 15PSYC101 min grade D-, or 15PSYC102 min grade D-, or 15PSYC103 min grade D-, or 28PSYC101 min grade D-, or 28PSYC102 min grade D-, or 28PSYC103 min grade D-, or 34PSYC101 min grade D-, or 34PSYC102 min grade D-, or 34PSYC103 min grade D-, or PHIL1006 min grade D-, or PSYC1001 min grade D-.",42.2706
"PSYC2095","PSYC","2095","SPECIAL TOPICS PSYC",1,"PSYC","Undergraduate","Special Topics in Psychology is used for non-recurring courses in psychology. Topics will vary. Please check with the department or the instructor for the particular focus.",42.9999
"PSYC2096","PSYC","2096","TEACHING PRACTICUM",1,"PSYC","Undergraduate","Supervised experience as a teaching assistant. Students may assist in conducting in-class activities, developing assessments, managing small groups, tutoring, conducting review sessions or other assignments stated and agreed upon in the learning contract. Prior to enrolling in this course for credit, students must obtain the permission of the faculty member and a learning contract between the student and supervisor must be developed specifying expected activities, learning objectives, methods of assessment and a grading scheme.",13.1317
"PSYC2097","PSYC","2097","RESEARCH PRACTICUM",1,"PSYC","Undergraduate","Supervised experience working within a research program or under the supervision of a faculty member on student initiated research. Students must have obtained the permission of the faculty member prior to enrolling for credit. A learning contract between the student and supervisor must be agreed to specifying experiences, learning objectives, methods of assessment and a grading scheme.",42.2704
"PSYC2099","PSYC","2099","INDEP STUDY PSYCH",1,"PSYC","Undergraduate","Individualized program in reading, studying, service-learning, and/or research developed jointly by the student and instructor.",42.0101
"PSYC3011","PSYC","3011","HEALTH PSYCH",3,"PSYC","Undergraduate","This course is designed to review critical issues in the field of health psychology, such as stress and health, psychosocial factors related to healthproblems, and factors related to short- and long-term adjustment to chronic and terminal health issues. Other topics may include disease prevention and interventions to improve the functioning of individuals who have chronic illnesses. Students will learn to evaluate research and apply critical thinking to current topics in a variety of areas related to health andwellness and the treatment of persons who have chronic and terminal illnesses through class discussion and writing. Pre-Requisite: To take this course you must: Have taken the following Courses 15PSYC101 min grade D-,15PSYC102 min grade D-, or 15PSYC103 min grade D-, or 28PSYC101 min grade D-,28PSYC102 min grade D-, or 28PSYC103 min grade D-, or 34PSYC101 min grade D-,34PSYC102 min grade D-, or 34PSYC103 min grade D-, or PSYC1001 min grade D-.",42.281
"PSYC3026","PSYC","3026","BROKEN BRAINS",3,"PSYC","Undergraduate","This course studies the relation between the organization and localization of functions in the brain and the behavioral consequence of central nervous system damage or disease. The prime focus is on people, in particular those who have experienced damage or disease to brain tissue. Thecourse concentrates on functions of the brain but it considers spinal cord and peripheral nervous system disorders as well. Students will become familiar with the gross anatomy and physiology of the nervous system, the etiology of various disorders, treatment of disorders, and the impact of brain disease on the lives of patients and their families. This course will involve a significant amount of student writing. Pre-Requisite: To take this course you must: Have taken the following Courses 15NS201 min grade D-, or 15NS202 min grade D-, or 15PSYC270 min grade D-, or 15PSYC370 min grade D-, or 34PSYC270 min grade D-, or NS2001 min grade D-, or NS2002 min grade D-, or PSYC2070 min grade D-.",42.2706
"PSYC3035","PSYC","3035","CLIN INTERVENTION",3,"PSYC","Undergraduate","This course offers a general survey of topics in the theory and practice of clinical psychology, including theory and methods of clinical intervention and assessment, professional, ethicaland legal issues, cultural considerations, and emerging trends in clinical research and practice.Students will learn about both the major theoretical approaches to psychotherapy and the more recent developments in clinical interventionswith diagnostically and ethnically diverse populations. The course includes interactive exercises and simulated therapy sessions to provide an in-depth introduction to theories and practice of clinical interventions. Extensive writing should be expected. Pre-Requisite: To take this course you must: Have taken the following Courses 15PSYC251 min grade D-, or 28PSYC251 min grade D-, or 34PSYC251 min grade D-, or PSYC2051 min grade D-.",42.2801
"PSYC3065","PSYC","3065","CONFLICT RESOLUTION",3,"PSYC","Undergraduate","This course is designed to provide students with the interpersonal skills required to mediate disputes in any environment where conflict exists,whether that be labor union negotiations, school (peer) disciplinary councils, employment grievances, family or divorce disputes, or any type of civil or minor criminal violations so thatone is better able to avoid more formal discourses, including court-induced litigation. Pre-Requisite: To take this course you must: Have taken the following Courses 15PSYC242 min grade D-, or 34PSYC242 min grade D-, or CJ1002 min grade D-, or PSYC2042 min grade D-.",42.9999
"PTA1001","PTA","1001","INTRO TO PT ASSISTING & ETHICS",3,"PTA","Undergraduate","This course is designed for the benefit of PTA entry level education or career exploration, includes topics such as: role of the PTA, the psychosocial aspects of disability, access to care for minority populations,and models of PT care delivery.",51.3201
"PTA2000C","PTA","2000C","PTA STU SUCCESS",1,"PTA","Undergraduate","This course is designed to range in credit hours from 1-3. The PTA Student Success course is designed to support first or second year students'growth and success in all facets of the learning process through academic preparedness and clinicalcompetencies, to facilitate the transition to practicum.",51.0806
"PTA2001C","PTA","2001C","PTALIFESPANSEM",3,"PTA","Undergraduate","This class will emphasize normal aging as well as diseases and functional limitations seen in varied populations throughout the lifespan. Students will learn vital sign assessment, gait deviations, and how to assist patients with functional mobility. - Prerequisite Definition: To take this course you must: Have taken the following Course PTA1001 min grade C-. Be enrolled in the following Plan PTA-AAS.",51.0806
"PTA2002","PTA","2002","PTAINFOMATICS",1,"PTA","Undergraduate","This course gives a foundation in medical terminology and appropriate documentation for a medical record. It also describes the modern health care system as well as topics integral to the allied health care professional. - Prerequisite Definition: To take this course you must: Have taken the following Course PTA1001 min grade C-. Be enrolled in the following Plan PTA-AAS.",51.0806
"PTA2003","PTA","2003","PTA CLIN SEM",1,"PTA","Undergraduate","Provides the student physical therapist assistant with cases to review in preparation for the hands on clinical experience. Students  receive instruction and beginning application of empathy, ethics, professionalism, and verbal and non-verbal communication.",51.0806
"PTA2004","PTA","2004","PTA CLINICAL EDUCATION 1",1,"PTA","Undergraduate","This course is the first clinical experience of the technical core. The PTA student participates in the 2 week clinical experience under the direction and supervision of the Physical Therapist.   - Prerequisite Definition: To take this course you must: Have taken the following Courses PTA1001 min grade C-, or PTA2003 min grade C-. Be enrolled in the following Plan PTA-AAS.",51.0806
"PTA2010C","PTA","2010C","PTAMUSCREHAB1",3,"PTA","Undergraduate","This course provides the foundation for documenting/measuring muscle strength, muscle length, joint range of motion, pain status, anthropometrics, balance/alignment, sensation, and assessment of skin status. Basic modality care competencies are met. - Prerequisite Definition: To take this course you must: Have taken the following Course PTA1001 min grade C-. Be enrolled in the following Plan PTA-AAS.",51.0806
"PTA2020C","PTA","2020C","PTACARDIOREHAB",3,"PTA","Undergraduate","The goal of the course is to learn theory and practice associated with cardiopulmonary pathologies, rehabilitation for patients with cardiopulmonary disease with various levels of medical complexity, and interventions for airway clearance.  - Prerequisite Definition: To take this course you must: Have taken the following Course PTA2001C min grade C-. Be enrolled in the following Plan PTA-AAS.",51.0806
"PTA2030C","PTA","2030C","PTA NEUROREHABILITATION",3,"PTA","Undergraduate","This course covers rehabilitation concepts and the special needs of the rehabilitation patient. Collaboration with other health care professionals emphasized. Specific treatment and standardized testing approaches will be taught and confirmed. - Prerequisite Definition: To take this course you must: Have taken the following Course PTA2001C min grade C-. Be enrolled in the following Plan PTA-AAS.",51.0806
"PTA2031C","PTA","2031C","PTA NEUROREHABILITATION 2",2,"PTA","Undergraduate","This course continues to deepen understanding of concepts learned in PTA 2030C, as applied to the physical therapy management of the patient with a complex neurological deficit.  Physical Therapy interventions and tests are taught and confirmed. - Prerequisite Definition: To take this course you must: Have taken the following Course PTA2030C min grade C-.",51.0806
"PTA2040C","PTA","2040C","PTA MUSCULOSKELETAL REHAB 2",3,"PTA","Undergraduate","This course will provide a continuation of orthopedics, using appropriate exercise principles and techniques of exercise science to address moderate level musculoskeletal cases. Electrical stimulation and traction competencies are completed. - Prerequisite Definition: To take this course you must: Have taken the following Course PTA2010C min grade C-. Be enrolled in the following Plan PTA-AAS.",51.0806
"PTA2041C","PTA","2041C","PTAMUSCULOREHAB3",2,"PTA","Undergraduate","This course is continuation of an in-depth study of musculoskeletal pathology and treatment of specified complex or rare diagnoses. This course will provide an extension of appropriate exercise principles and intervention techniques. - Prerequisite Definition: To take this course you must: Have taken the following Course PTA2040C min grade C-.",51.0806
"PTA2050","PTA","2050","PTACLININTEGRAT",3,"PTA","Undergraduate","This is an integrative course that will focus on the application of relevant physical therapy approaches to diseases in the following areas or systems: digestive, endocrine, genitourinary, integumentary, HIV/cancer, and cognitive/emotionalrealms. Students will apply knowledge and problem solving skills to obtain a well rounded perspective including the effects of pharmacology to each disease process. Students will integrate knowledge across the lifespan and be able to applyconcepts to complex syndromes and aberrant human behavior disorders. Pre-Requisite: To take this course you must: Have taken the following Course PTA2020C min grade C-. Be enrolled in the following Plan PTA-AAS.",51.0806
"PTA2050C","PTA","2050C","PTACLININTEGRAT",3,"PTA","Undergraduate","This is an integrative course that will focus on the application of physical therapy approaches to diseases in digestive, endocrine, genitourinary, integument, oncology, and psychiatry fields of practice as well as the medically complex patient. - Prerequisite Definition: To take this course you must: Have taken the following Course PTA2020C min grade C-. Be enrolled in the following Plan PTA-AAS.",51.0806
"PTA2060","PTA","2060","PTASEMINAR",1,"PTA","Undergraduate","This course has an organizational emphasis, with a review of ethical scenarios, fraud abuse module completion, job search strategies, a short term career plan, and resume production.  A capstone project is produced, state board exam practice offered. - Prerequisite Definition: To take this course you must: Have taken the following Course PTA2041C min grade C-. Be enrolled in the following Plan PTA-AAS.",51.0806
"PTA2070","PTA","2070","PTACLINED2",2,"PTA","Undergraduate","This course consists of a five week full-time clinical experience. The experience will assist the student to achieve an intermediate-level competency as a student physical therapist assistant. The rotation can occur in a variety of settings. - Prerequisite Definition: To take this course you must: Have taken the following Course PTA2003 min grade C-. Be enrolled in the following Plan PTA-AAS.",51.0806
"PTA2080","PTA","2080","PTACLINED3",3,"PTA","Undergraduate","This course consists of a seven week full-time clinical experience. The experience will assist the student to achieve an entry-level competency as a student physical therapist assistant. The rotation can occur in a variety of settings.   - Prerequisite Definition: To take this course you must: Have taken the following Course PTA2070 min grade C-. Be enrolled in the following Plan PTA-AAS.",51.0806
"RE2071","RE","2071","RE PRIN & PRACTICES",3,"RE","Undergraduate","A survey of real estate marketing, economics, and general administrative principles and practices inthe State of Ohio. Topics included license law, contracts and legal instruments, agency relationships, ethics, financing and mortgages, appraisal and valuation, and current industry trends. Required for Ohio Real Estate examinations.",52.1501
"RE2072","RE","2072","RE LAW",3,"RE","Undergraduate","A survey of real estate law, principles, and practices in the State of Ohio. Topics include types of estates in land, co-ownership, mortgages,deeds, contracts, fair housing, Ohio license law and landlord-tenant law. Required for Ohio Real Estate examinations.",52.1501
"RE2075","RE","2075","RE APP & FIN",3,"RE","Undergraduate","A combined survey and exploration of real estate appraisal, valuation, and finance practices in theState of Ohio. Topics include classical approachesto determining value, reconciliation of values, mortgage markets, government activities, finance instruments, and current trends affecting real estate. Required for Ohio Real Estate examinations.",52.1501
"READ1003","READ","1003","INTEG COLLEGE RDG",3,"READ","Undergraduate","Emphasizes the development of general reading proficiency and critical thinking strategies to increase comprehension of college-level literary and informational texts.",32.0108
"READ1005","READ","1005","RDG ACADEMIC TEXTS",3,"READ","Undergraduate","Emphasizes critical and analytical reading strategies to increase comprehension and retentionof content area college courses and textbooks.",32.0108
"READ1006","READ","1006","EFF RDG FOR MATH",3,"READ","Undergraduate","Integrates reading, writing, critical thinking, and learning strategies to increase comprehension of math textbooks and improve performance in introductory math courses.",32.0108
"READ1007","READ","1007","MATH SUCCESS SEM",3,"READ","Undergraduate","Integrates reading, writing, critical thinking, and learning strategies to increase comprehension of math textbooks and improve performance in introductory math courses.",32.0108
"RT1001C","RT","1001C","INTRO TO RESP CARE",4,"RT","Undergraduate","This course provides a thorough study of assessment for the pulmonary patient. Basic concepts of the atmosphere and gas laws are introduced. Indications, hazards and the safe and effective administration of oxygen therapy, humidity therapy and aerosol therapy are taught, practiced and simulated during lab sections. Pre-Requisite: To take this course you must: Have taken the following Courses 34ALH187 min grade C-, or ALH1005 min grade C-. Be enrolled in the following Plan RC-AAS.",51.0908
"RT1002C","RT","1002C","RESP TX MODALITIES",4,"RT","Undergraduate","This course is an in-depth exploration of respiratory therapy using medications, volume expansion, and secretion mobilization. The insertion and care of artificial airways is reviewed. Cleaning and sterilization of equipment and how to interpret a chest radiograph are covered. Pre-Requisite: To take this course you must: Have taken the following Courses 34RT101 min grade C-, or RT1001C min grade C-. Be enrolled in the following Plan RC-AAS.",51.0908
